,date,competition,round,day,venue,result,goals_for,goals_against,opponent,possession,attendance,captain,formation,opponent_formation,referee,notes,season,time_local,xG,xGA
286,2023-04-12,Liga Argentina,Matchweek 11,Wed,Away,L,0.0,1.0,San Lorenzo,57.0,,Guillermo Matías Fernández,3-4-3,3-4-3,Facundo Tello,No Notes,2023,17:30,0.8,0.7
287,2023-04-15,Liga Argentina,Matchweek 12,Sat,Home,L,0.0,1.0,Estudiantes–LP,68.0,,Sergio Romero,4-3-3,3-5-2,Pablo Echavarría,No Notes,2023,19:00,0.4,0.4
288,2023-04-18,Libertadores,Group stage,Tue,Home,W,2.0,1.0,Pereira,58.0,40200.0,Guillermo Matías Fernández,4-3-3,3-1-4-2,Andrés Matonte,No Notes,2023,21:00,1.1,0.7
289,2023-04-23,Liga Argentina,Matchweek 13,Sun,Away,D,2.0,2.0,Rosario Central,68.0,,Guillermo Matías Fernández,4-3-3,4-2-3-1,Ariel Penel,No Notes,2023,15:30,0.9,0.8
290,2023-04-29,Liga Argentina,Matchweek 14,Sat,Home,W,3.0,1.0,Racing Club,37.0,,Guillermo Matías Fernández,5-4-1,4-3-3,Andrés Merlos,No Notes,2023,21:30,0.9,0.5
291,2023-05-03,Libertadores,Group stage,Wed,Away,W,2.0,0.0,Colo-Colo,48.0,,Guillermo Matías Fernández,4-1-4-1,3-4-1-2,Raphael Claus,No Notes,2023,20:00,1.6,0.7
292,2023-05-07,Liga Argentina,Matchweek 15,Sun,Away,L,0.0,1.0,River Plate,40.0,,Guillermo Matías Fernández,5-3-2,4-2-3-1,Darío Herrera,No Notes,2023,17:30,0.2,1.7
293,2023-05-14,Liga Argentina,Matchweek 16,Sun,Home,W,2.0,0.0,Belgrano,66.0,,Sergio Romero,4-3-3,4-4-1-1,Fernando Espinoza,No Notes,2023,19:00,2.3,0.5
294,2023-05-19,Liga Argentina,Matchweek 17,Fri,Away,W,1.0,0.0,Arg Juniors,45.0,,Guillermo Matías Fernández,4-3-3,3-4-3,Fernando Echenique,No Notes,2023,21:30,0.7,1.2
295,2023-05-24,Libertadores,Group stage,Wed,Away,L,0.0,1.0,Pereira,64.0,,Guillermo Matías Fernández,4-3-3,3-4-3,Wagner do Nascimento Magalhães,No Notes,2023,19:00,0.6,1.6
296,2023-05-28,Liga Argentina,Matchweek 18,Sun,Home,W,1.0,0.0,Tigre,54.0,,Javier Hernán García,4-3-3,4-4-2,Nicolás Ramírez,No Notes,2023,19:00,2.3,0.4
297,2023-06-01,Liga Argentina,Matchweek 19,Thu,Away,L,0.0,1.0,Arsenal,76.0,,Sergio Romero,4-4-2,5-3-2,Leandro Rey Hilfer,No Notes,2023,21:30,0.4,0.9
298,2023-06-06,Libertadores,Group stage,Tue,Home,W,1.0,0.0,Colo-Colo,57.0,,Guillermo Matías Fernández,4-3-3,3-4-1-2,Anderson Daronco,No Notes,2023,21:00,1.7,1.1
299,2023-06-10,Liga Argentina,Matchweek 20,Sat,Home,D,1.0,1.0,Lanús,70.0,,Guillermo Matías Fernández,4-5-1,4-3-3,Fernando Echenique,No Notes,2023,20:00,1.8,0.4
300,2023-06-22,Liga Argentina,Matchweek 21,Thu,Away,L,0.0,4.0,Godoy Cruz,72.0,,Guillermo Matías Fernández,4-4-1-1,4-4-1-1,Facundo Tello,No Notes,2023,21:45,0.3,2.9
301,2023-06-29,Libertadores,Group stage,Thu,Home,W,4.0,0.0,Monagas,63.0,40564.0,Guillermo Matías Fernández,4-3-3,5-4-1,Andrés Matonte,No Notes,2023,19:00,4.5,0.4
302,2023-07-02,Liga Argentina,Matchweek 22,Sun,Home,W,2.0,0.0,Sarmiento,77.0,,Guillermo Matías Fernández,4-2-3-1,5-3-2,Silvio Trucco,No Notes,2023,21:30,2.0,0.8
303,2023-07-06,Liga Argentina,Matchweek 23,Thu,Away,D,0.0,0.0,Unión,48.0,,Guillermo Matías Fernández,4-3-3,3-5-2,Andrés Merlos,No Notes,2023,17:00,0.2,1.1
304,2023-07-10,Liga Argentina,Matchweek 24,Mon,Home,W,1.0,0.0,Huracán,61.0,,Guillermo Matías Fernández,4-3-3,4-4-2,Nicolás Ramírez,No Notes,2023,19:30,1.5,0.4
305,2023-07-16,Liga Argentina,Matchweek 25,Sun,Away,W,3.0,1.0,Gimnasia–LP,63.0,,Guillermo Matías Fernández,4-3-1-2,4-2-3-1,Hernán Mastrángelo,No Notes,2023,16:30,1.2,1.9
306,2023-07-24,Liga Argentina,Matchweek 26,Mon,Home,W,2.0,1.0,Newell's OB,44.0,,Guillermo Matías Fernández,3-4-3,4-3-3,Fernando Echenique,No Notes,2023,20:45,0.8,0.2
307,2023-07-29,Liga Argentina,Matchweek 27,Sat,Away,W,2.0,0.0,Independiente,61.0,,Sergio Romero,4-3-3,4-1-4-1,Nicolás Ramírez,No Notes,2023,17:00,0.8,1.5
308,2023-08-02,Libertadores,Round of 16,Wed,Away,D,0.0,0.0,Nacional,54.0,32524.0,Guillermo Matías Fernández,4-5-1,4-2-3-1,Raphael Claus,Leg 1 of 2,2023,21:00,0.5,1.0
309,2023-08-09,Libertadores,Round of 16,Wed,Home,D,2.0,2.0,Nacional,64.0,49780.0,Marcos Rojo,4-4-2,4-2-3-1,Anderson Daronco,Leg 2 of 2; Boca Juniors won; Boca Juniors won on penalty kicks following extra time,2023,21:00,2.4,1.0
310,2023-08-18,Copa de la Liga Profesional,Group stage,Fri,Home,W,3.0,1.0,Platense,65.0,,Marcos Rojo,4-3-3,4-2-3-1,Fernando Espinoza,No Notes,2023,21:00,1.0,0.8
311,2023-08-23,Libertadores,Quarter-finals,Wed,Home,D,0.0,0.0,Racing Club,57.0,,Marcos Rojo,3-5-2,4-3-3,Wilton Sampaio,Leg 1 of 2,2023,21:30,0.8,0.5
312,2023-08-27,Copa de la Liga Profesional,Group stage,Sun,Away,L,0.0,1.0,Sarmiento,74.0,,Javier Hernán García,4-3-3,4-1-4-1,Silvio Trucco,No Notes,2023,17:00,1.0,0.2
313,2023-08-30,Libertadores,Quarter-finals,Wed,Away,D,0.0,0.0,Racing Club,47.0,41597.0,Marcos Rojo,5-3-2,4-3-3,Andrés Matonte,Leg 2 of 2; Boca Juniors won; Boca Juniors won on penalty kicks following extra time,2023,21:30,0.3,0.6
314,2023-09-03,Copa de la Liga Profesional,Group stage,Sun,Home,L,0.0,1.0,Tigre,68.0,,Sergio Romero,4-4-2,4-2-3-1,Yael Falcón,No Notes,2023,18:30,0.5,1.0
315,2023-09-15,Copa de la Liga Profesional,Group stage,Fri,Away,L,0.0,1.0,Defensa y Just,71.0,,Marcos Rojo,4-3-3,4-2-3-1,Andrés Merlos,No Notes,2023,18:45,1.0,1.3
316,2023-09-19,Copa de la Liga Profesional,Group stage,Tue,Away,W,3.0,0.0,Cen. Córdoba–SdE,62.0,,Sergio Romero,4-2-3-1,5-4-1,Pablo Echavarría,No Notes,2023,18:45,1.7,0.4
317,2023-09-23,Copa de la Liga Profesional,Group stage,Sat,Home,D,1.0,1.0,Lanús,53.0,,Marcos Rojo,4-3-3,4-3-3,Fernando Echenique,No Notes,2023,18:30,0.5,1.0
318,2023-09-28,Libertadores,Semi-finals,Thu,Home,D,0.0,0.0,Palmeiras,56.0,53615.0,Marcos Rojo,4-4-2,4-3-1-2,Wilmar Roldán,Leg 1 of 2,2023,21:30,1.6,0.4
319,2023-10-01,Copa de la Liga Profesional,Group stage,Sun,Home,L,0.0,2.0,River Plate,47.0,,Sergio Romero,4-1-4-1,4-2-3-1,Andrés Merlos,No Notes,2023,14:00,0.4,2.2
320,2023-10-05,Libertadores,Semi-finals,Thu,Away,D,1.0,1.0,Palmeiras,32.0,,Marcos Rojo,4-4-2,3-4-3,Andrés Matonte,Leg 2 of 2; Boca Juniors won; Boca Juniors won on penalty kicks following extra time,2023,21:30,0.9,1.4
321,2023-10-10,Copa de la Liga Profesional,Group stage,Tue,Away,L,3.0,4.0,Belgrano,70.0,,Javier Hernán García,4-4-2,4-1-4-1,Nazareno Arasa,No Notes,2023,20:00,2.2,1.7
322,2023-10-20,Copa de la Liga Profesional,Group stage,Fri,Home,W,2.0,1.0,Unión,72.0,,Marcos Rojo,4-4-2,5-3-2,Yael Falcón,No Notes,2023,21:30,2.1,1.1
323,2023-10-24,Copa de la Liga Profesional,Group stage,Tue,Away,L,1.0,2.0,Racing Club,43.0,,Sergio Romero,3-5-2,4-2-3-1,Nicolás Ramírez,No Notes,2023,19:00,1.8,1.0
324,2023-10-28,Copa de la Liga Profesional,Group stage,Sat,Home,D,0.0,0.0,Estudiantes–LP,62.0,,Javier Hernán García,4-1-2-1-2◆,5-3-2,Sebastían Zunino,No Notes,2023,19:00,0.4,0.4
325,2023-11-04,Libertadores,Final,Sat,Home,L,1.0,2.0,Fluminense,47.0,69232.0,Sergio Romero,4-4-2,4-2-3-1,Wilmar Roldán,Required Extra Time,2023,17:00,0.5,0.8
326,2023-11-08,Copa de la Liga Profesional,Group stage,Wed,Away,D,1.0,1.0,San Lorenzo,62.0,,Guillermo Matías Fernández,4-4-2,5-4-1,Pablo Echavarría,No Notes,2023,19:00,0.9,0.5
327,2023-11-12,Copa de la Liga Profesional,Group stage,Sun,Home,W,1.0,0.0,Newell's OB,58.0,,Guillermo Matías Fernández,4-3-1-2,3-4-3,Fernando Echenique,No Notes,2023,16:45,1.6,0.5
328,2023-11-26,Copa de la Liga Profesional,Group stage,Sun,Away,W,2.0,1.0,Godoy Cruz,59.0,,Marcos Rojo,4-3-1-2,4-2-3-1,Nicolás Ramírez,No Notes,2023,21:30,1.6,0.8
329,2024-01-27,Copa de la Liga Profesional,Group stage,Sat,Away,D,0.0,0.0,Platense,58.0,,Guillermo Matías Fernández,4-3-1-2,5-3-2,Leandro Rey Hilfer,No Notes,2024,19:00,0.8,0.7
330,2024-02-01,Copa de la Liga Profesional,Group stage,Thu,Home,D,1.0,1.0,Sarmiento,59.0,,Sergio Romero,4-4-2,5-3-2,Sebastían Zunino,No Notes,2024,19:00,1.6,0.6
331,2024-02-05,Copa de la Liga Profesional,Group stage,Mon,Away,W,2.0,0.0,Tigre,52.0,,Sergio Romero,4-4-2,5-4-1,Fernando Echenique,No Notes,2024,19:45,1.6,0.5
332,2024-02-10,Copa de la Liga Profesional,Group stage,Sat,Home,D,0.0,0.0,Defensa y Just,57.0,,Sergio Romero,4-4-2,4-2-3-1,Jorge Baliño,No Notes,2024,19:15,2.1,0.2
333,2024-02-14,Copa de la Liga Profesional,Group stage,Wed,Home,W,2.0,0.0,Cen. Córdoba–SdE,49.0,,Sergio Romero,4-2-3-1,3-5-2,Nicolás Lamolina,No Notes,2024,19:15,1.8,0.6
334,2024-02-18,Copa de la Liga Profesional,Group stage,Sun,Away,L,1.0,2.0,Lanús,67.0,,Sergio Romero,4-4-2,4-3-1-2,Silvio Trucco,No Notes,2024,21:30,1.1,1.1
335,2024-02-25,Copa de la Liga Profesional,Group stage,Sun,Away,D,1.0,1.0,River Plate,49.0,,Sergio Romero,4-4-2,4-1-3-2,Yael Falcón,No Notes,2024,17:00,1.1,1.4
336,2024-03-03,Copa de la Liga Profesional,Group stage,Sun,Home,W,3.0,2.0,Belgrano,65.0,,Sergio Romero,4-1-3-2,4-4-2,Nazareno Arasa,No Notes,2024,19:15,3.3,0.6
337,2024-03-06,Copa de la Liga Profesional,Group stage,Wed,Away,L,0.0,1.0,Unión,52.0,,Sergio Romero,4-4-2,5-3-2,Fernando Rapallini,No Notes,2024,19:15,0.3,0.9
338,2024-03-10,Copa de la Liga Profesional,Group stage,Sun,Home,W,4.0,2.0,Racing Club,39.0,,Edinson Cavani,4-4-2,5-3-2,Pablo Echavarría,No Notes,2024,21:30,1.7,1.4
339,2024-03-30,Copa de la Liga Profesional,Group stage,Sat,Home,W,2.0,1.0,San Lorenzo,62.0,,Marcos Rojo,4-3-1-2,4-4-1-1,Nazareno Arasa,No Notes,2024,17:00,2.3,1.0
340,2024-04-03,Sudamericana,Group stage,Wed,Away,D,0.0,0.0,Nacional Potosí,50.0,18216.0,Darío Benedetto,4-3-3,4-3-1-2,Unknown,No Notes,2024,20:00,,
341,2024-04-06,Copa de la Liga Profesional,Group stage,Sat,Away,W,3.0,1.0,Newell's OB,54.0,,Marcos Rojo,4-4-2,4-2-3-1,Facundo Tello,No Notes,2024,17:00,1.6,0.7
342,2024-04-09,Sudamericana,Group stage,Tue,Home,W,1.0,0.0,Sportivo Trinidense,72.0,42138.0,Sergio Romero,4-4-2◆,4-5-1,Unknown,No Notes,2024,21:00,,
343,2024-04-12,Copa de la Liga Profesional,Group stage,Fri,Away,L,0.0,1.0,Estudiantes–LP,56.0,,Edinson Cavani,4-1-2-1-2◆,4-1-2-1-2,Fernando Echenique,No Notes,2024,19:30,0.1,0.3
344,2024-04-16,Copa de la Liga Profesional,Group stage,Tue,Home,W,1.0,0.0,Godoy Cruz,44.0,,Marcos Rojo,4-3-1-2,4-2-3-1,Leandro Rey Hilfer,No Notes,2024,19:30,0.6,1.1
345,2024-04-21,Copa de la Liga Profesional,Quarter-finals,Sun,Away,W,3.0,2.0,River Plate,48.0,,Marcos Rojo,4-3-1-2,4-3-1-2,Yael Falcón,No Notes,2024,15:30,1.8,1.7
346,2024-04-25,Sudamericana,Group stage,Thu,Away,L,2.0,4.0,Fortaleza,57.0,53428.0,Sergio Romero,4-3-2-1,3-5-2,Unknown,No Notes,2024,21:00,,
347,2024-04-30,Copa de la Liga Profesional,Semi-finals,Tue,Away,D,1.0,1.0,Estudiantes–LP,49.0,,Marcos Rojo,4-1-3-2,4-3-2-1,Nazareno Arasa,Estudiantes–LP won on penalty kicks following extra time,2024,20:00,1.2,1.3
348,2024-05-08,Sudamericana,Group stage,Wed,Away,W,2.0,1.0,Sportivo Trinidense,73.0,14861.0,Sergio Romero,4-1-3-2,4-5-1,Unknown,No Notes,2024,20:30,,
349,2024-05-12,Liga Argentina,Matchweek 1,Sun,Away,L,0.0,1.0,Atlé Tucumán,68.0,,Sergio Romero,4-1-3-2,4-4-2,Unknown,No Notes,2024,20:15,0.6,1.6
350,2024-05-15,Sudamericana,Group stage,Wed,Home,D,1.0,1.0,Fortaleza,61.0,46466.0,Sergio Romero,4-1-3-2,4-4-2,Unknown,No Notes,2024,21:00,,
351,2024-05-19,Liga Argentina,Matchweek 2,Sun,Away,W,4.0,2.0,Cen. Córdoba–SdE,44.0,,Sergio Romero,4-1-3-2,3-4-3,Unknown,No Notes,2024,20:00,2.8,1.5
352,2024-05-25,Liga Argentina,Matchweek 3,Sat,Home,D,0.0,0.0,Talleres,60.0,,Sergio Romero,4-1-3-2,4-3-3,Unknown,No Notes,2024,20:00,0.4,1.7
353,2024-05-29,Sudamericana,Group stage,Wed,Home,W,4.0,0.0,Nacional Potosí,65.0,44603.0,Marcos Rojo,4-1-3-2,4-3-3,Unknown,No Notes,2024,21:00,,
354,2024-06-02,Liga Argentina,Matchweek 4,Sun,Away,L,0.0,1.0,Platense,60.0,,Marcos Rojo,4-3-2-1,4-1-4-1,Unknown,No Notes,2024,14:30,0.3,1.8
355,2024-06-14,Liga Argentina,Matchweek 5,Fri,Home,W,1.0,0.0,Vélez Sarsfield,49.0,,Sergio Romero,4-4-2,4-2-3-1,Unknown,No Notes,2024,19:00,1.0,0.7
356,2024-07-17,Sudamericana,Knockout round play-offs,Wed,Away,D,0.0,0.0,Independiente,25.0,8083.0,Marcos Rojo,4-2-2-2,4-3-3,Unknown,Leg 1 of 2,2024,19:30,,
357,2024-07-21,Liga Argentina,Matchweek 6,Sun,Away,D,2.0,2.0,Defensa y Just,42.0,,Sergio Romero,4-4-2,3-4-3,Leandro Rey,No Notes,2024,20:00,1.3,2.0
358,2024-07-24,Sudamericana,Knockout round play-offs,Wed,Home,W,1.0,0.0,Independiente,37.0,46943.0,Marcos Rojo,4-4-2,4-4-2,Unknown,Leg 2 of 2; Boca Juniors won,2024,21:30,,
359,2024-07-28,Liga Argentina,Matchweek 8,Sun,Away,D,0.0,0.0,Instituto,63.0,,Marcos Rojo,4-4-2,4-4-2,Unknown,No Notes,2024,20:30,0.2,1.0
360,2024-07-31,Liga Argentina,Matchweek 7,Wed,Home,W,3.0,0.0,Banfield,56.0,,Marcos Rojo,4-4-2,4-4-2,Unknown,No Notes,2024,20:30,2.0,0.4
361,2024-08-04,Liga Argentina,Matchweek 9,Sun,Home,D,1.0,1.0,Barracas Central,60.0,,Sergio Romero,4-1-2-1-2◆,4-2-3-1,Unknown,No Notes,2024,17:30,1.7,0.7
362,2024-08-10,Liga Argentina,Matchweek 10,Sat,Away,D,1.0,1.0,Ind. Rivadavia,63.0,,Sergio Romero,4-4-2,5-3-2,Unknown,No Notes,2024,18:45,1.3,1.8
363,2024-08-15,Sudamericana,Round of 16,Thu,Home,W,1.0,0.0,Cruzeiro,52.0,,Sergio Romero,4-4-2,4-3-1-2,Unknown,Leg 1 of 2,2024,21:30,,
364,2024-08-18,Liga Argentina,Matchweek 11,Sun,Home,W,3.0,2.0,San Lorenzo,55.0,,Marcos Rojo,4-4-2,4-3-3,Unknown,No Notes,2024,14:30,1.0,2.0
365,2024-08-22,Sudamericana,Round of 16,Thu,Away,L,1.0,2.0,Cruzeiro,34.0,,Marcos Rojo,4-4-2◆,4-3-1-2,Unknown,Leg 2 of 2; Cruzeiro won; Cruzeiro won on penalty kicks following extra time,2024,21:30,,
366,2024-08-26,Liga Argentina,Matchweek 12,Mon,Away,D,1.0,1.0,Estudiantes–LP,49.0,,Sergio Romero,3-5-2,4-2-3-1,Unknown,No Notes,2024,21:00,0.7,0.7
367,2024-08-31,Liga Argentina,Matchweek 13,Sat,Home,W,2.0,1.0,Rosario Central,48.0,,Marcos Rojo,3-5-2,4-2-3-1,Jorge Baliño,No Notes,2024,21:00,1.0,1.7
368,2024-09-14,Liga Argentina,Matchweek 14,Sat,Away,L,1.0,2.0,Racing Club,52.0,,Sergio Romero,4-4-2,3-4-3,Hernán Mastrángelo,No Notes,2024,17:30,1.1,1.8
369,2024-09-21,Liga Argentina,Matchweek 15,Sat,Home,L,0.0,1.0,River Plate,56.0,,Marcos Rojo,4-4-2,3-4-1-2,Nicolás Ramírez,No Notes,2024,16:00,0.5,0.7
370,2024-09-28,Liga Argentina,Matchweek 16,Sat,Away,L,0.0,2.0,Belgrano,61.0,,Edinson Cavani,4-4-2,4-3-1-2,Nazareno Arasa,No Notes,2024,20:00,0.3,2.5
371,2024-10-06,Liga Argentina,Matchweek 17,Sun,Home,W,1.0,0.0,Arg Juniors,36.0,,Edinson Cavani,4-4-2,4-3-1-2,Leandro Rey,No Notes,2024,21:00,3.7,0.6
372,2024-10-19,Liga Argentina,Matchweek 18,Sat,Away,L,0.0,3.0,Tigre,73.0,,Edinson Cavani,4-3-3,3-5-2,Fernando Echenique,No Notes,2024,19:15,0.7,1.8
373,2024-10-27,Liga Argentina,Matchweek 19,Sun,Home,D,1.0,1.0,Deportivo Riestra,83.0,,Edinson Cavani,4-2-3-1,4-4-2,Yael Falcón,No Notes,2024,19:00,2.1,1.3
374,2024-11-03,Liga Argentina,Matchweek 20,Sun,Away,L,0.0,1.0,Lanús,56.0,,Edinson Cavani,3-4-3,4-4-2,Facundo Tello,No Notes,2024,19:30,0.3,1.1
375,2024-11-06,Liga Argentina,Matchweek 21,Wed,Home,W,4.0,1.0,Godoy Cruz,58.0,,Edinson Cavani,4-3-3,4-1-4-1,Ariel Penel,No Notes,2024,19:30,3.2,1.0
376,2024-11-10,Liga Argentina,Matchweek 22,Sun,Away,W,2.0,0.0,Sarmiento,65.0,,Edinson Cavani,4-2-3-1,4-2-3-1,Leandro Rey,No Notes,2024,21:30,1.9,1.1
377,2024-11-20,Liga Argentina,Matchweek 23,Wed,Home,W,1.0,0.0,Unión,52.0,,Marcos Rojo,4-3-3,5-3-2,Nicolás Ramírez,No Notes,2024,21:30,1.0,0.4
378,2024-11-23,Liga Argentina,Matchweek 24,Sat,Away,D,0.0,0.0,Huracán,54.0,,Edinson Cavani,4-3-3,4-3-3,Hernán Mastrángelo,No Notes,2024,21:45,0.2,0.3
379,2024-12-01,Liga Argentina,Matchweek 25,Sun,Home,W,1.0,0.0,Gimnasia–LP,57.0,,Edinson Cavani,4-4-2,5-3-2,Yael Falcón,No Notes,2024,21:45,2.1,0.2
380,2024-12-08,Liga Argentina,Matchweek 26,Sun,Away,W,1.0,0.0,Newell's OB,48.0,,Edinson Cavani,4-1-3-2,5-4-1,Leandro Rey,No Notes,2024,21:00,0.8,1.3
381,2024-12-14,Liga Argentina,Matchweek 27,Sat,Home,D,0.0,0.0,Independiente,50.0,,Marcos Rojo,4-1-3-2,4-3-3,Nazareno Arasa,No Notes,2024,19:15,1.0,2.4
382,2025-01-26,Liga Argentina,Torneo Apertura — Regular season,Sun,Home,D,0.0,0.0,Arg Juniors,57.0,,Edinson Cavani,4-2-3-1,4-3-3,Hernán Mastrángelo,No Notes,2025,19:00,0.5,0.4
383,2025-01-29,Liga Argentina,Torneo Apertura — Regular season,Wed,Away,D,1.0,1.0,Unión,45.0,,Miguel Merentiel,3-4-3,5-3-2,Pablo Echavarría,No Notes,2025,19:15,0.8,0.3
384,2025-02-02,Liga Argentina,Torneo Apertura — Regular season,Sun,Home,W,2.0,1.0,Huracán,55.0,,Edinson Cavani,4-2-3-1,4-2-3-1,Silvio Trucco,No Notes,2025,19:15,1.3,0.7
385,2025-02-08,Liga Argentina,Torneo Apertura — Regular season,Sat,Away,L,0.0,2.0,Racing Club,58.0,,Edinson Cavani,4-1-3-2,3-4-3,Yael Falcón,No Notes,2025,22:15,0.9,2.4
386,2025-02-11,Liga Argentina,Torneo Apertura — Regular season,Tue,Home,W,2.0,0.0,Ind. Rivadavia,49.0,,Miguel Merentiel,4-1-2-1-2◆,4-3-1-2,Facundo Tello,No Notes,2025,20:00,2.1,1.0
387,2025-02-14,Liga Argentina,Torneo Apertura — Regular season,Fri,Away,W,1.0,0.0,Banfield,58.0,,Luis Advíncula,4-3-3,4-4-2,Pablo Dóvalo,No Notes,2025,20:00,0.8,1.4
388,2025-02-18,Libertadores,Second qualifying stage,Tue,Away,L,0.0,1.0,Alianza Lima,63.0,,Miguel Merentiel,4-2-3-1,4-4-1-1,Esteban Ostojich,Leg 1 of 2,2025,19:30,0.2,1.5
389,2025-02-22,Liga Argentina,Torneo Apertura — Regular season,Sat,Home,W,2.0,1.0,Aldosivi,64.0,,Marcos Rojo,4-2-3-1,4-4-2,Leandro Rey,No Notes,2025,19:30,1.6,0.2
390,2025-02-25,Libertadores,Second qualifying stage,Tue,Home,W,2.0,1.0,Alianza Lima,77.0,,Edinson Cavani,4-3-1-2,4-4-1-1,Piero Maza,Leg 2 of 2; Alianza Lima won; Alianza Lima won on penalty kicks following extra time,2025,21:30,1.6,0.2
391,2025-02-28,Liga Argentina,Torneo Apertura — Regular season,Fri,Home,W,1.0,0.0,Rosario Central,50.0,,Edinson Cavani,4-3-1-2,4-2-3-1,Hernán Mastrángelo,No Notes,2025,20:00,1.5,0.9
392,2025-03-07,Liga Argentina,Torneo Apertura — Regular season,Fri,Away,W,3.0,0.0,Cen. Córdoba–SdE,58.0,,Edinson Cavani,4-3-1-2,4-1-4-1,Yael Falcón,No Notes,2025,21:15,1.6,0.7
393,2025-03-16,Liga Argentina,Torneo Apertura — Regular season,Sun,Home,W,4.0,0.0,Defensa y Just,46.0,,Edinson Cavani,4-1-2-1-2◆,4-2-3-1,Pablo Dóvalo,No Notes,2025,18:15,1.4,0.4
394,2025-03-30,Liga Argentina,Torneo Apertura — Regular season,Sun,Away,L,0.0,2.0,Newell's OB,77.0,,Edinson Cavani,4-3-1-2,4-3-3,Darío Herrera,No Notes,2025,19:30,1.2,1.1
395,2025-04-06,Liga Argentina,Torneo Apertura — Regular season,Sun,Home,W,1.0,0.0,Barracas Central,57.0,,Edinson Cavani,4-3-1-2,5-4-1,Fernando Echenique,No Notes,2025,18:00,0.8,0.6
396,2025-04-12,Liga Argentina,Torneo Apertura — Regular season,Sat,Away,W,3.0,1.0,Belgrano,58.0,,Edinson Cavani,4-3-1-2,4-4-2,Hernán Mastrángelo,No Notes,2025,20:30,1.8,1.2
397,2025-04-19,Liga Argentina,Torneo Apertura — Regular season,Sat,Home,W,2.0,0.0,Estudiantes–LP,49.0,,Edinson Cavani,4-3-1-2,4-3-3,Nazareno Arasa,No Notes,2025,20:30,1.3,0.9
398,2025-04-27,Liga Argentina,Torneo Apertura — Regular season,Sun,Away,L,1.0,2.0,River Plate,54.0,,Marcos Rojo,3-5-1-1,4-3-3,Nicolás Ramírez,No Notes,2025,15:30,1.5,1.4
399,2025-05-04,Liga Argentina,Torneo Apertura — Regular season,Sun,Away,D,1.0,1.0,Tigre,63.0,,Marcos Rojo,4-1-4-1,4-4-2,Facundo Tello,No Notes,2025,18:00,0.5,1.4
400,2025-05-10,Liga Argentina,Torneo Apertura — Round of 16,Sat,Home,D,0.0,0.0,Lanús,54.0,,Marcos Rojo,4-3-1-2,4-2-3-1,Leandro Rey,Boca Juniors won on penalty kicks following extra time,2025,21:00,1.1,1.3
401,2025-05-19,Liga Argentina,Torneo Apertura — Quarter-finals,Mon,Home,L,0.0,1.0,Independiente,47.0,,Miguel Merentiel,4-3-1-2,4-2-3-1,Nicolás Ramírez,No Notes,2025,21:30,0.8,0.7
402,2025-06-16,Club World Cup,Group stage,Mon,Neutral,D,2.0,2.0,Benfica,40.0,55574.0,Miguel Merentiel,4-2-2-2,4-1-4-1,César Arturo Ramos,No Notes,2025,18:00,,
403,2025-06-20,Club World Cup,Group stage,Fri,Neutral,L,1.0,2.0,Bayern Munich,27.0,63587.0,Miguel Merentiel,4-2-3-1,4-2-2-2,Alireza Faghani,No Notes,2025,21:00,,
404,2025-06-24,Club World Cup,Group stage,Tue,Neutral,D,1.0,1.0,Auckland City,74.0,16899.0,Edinson Cavani,4-2-3-1,5-4-1,Glenn Nyberg,No Notes,2025,14:00,,
405,2025-07-13,Liga Argentina,Torneo Clausura — Regular season,Sun,Away,D,0.0,0.0,Arg Juniors,35.0,,Miguel Merentiel,4-2-3-1,4-1-4-1,Ariel Penel,No Notes,2025,18:45,0.8,1.1
406,2025-07-18,Liga Argentina,Torneo Clausura — Regular season,Fri,Home,D,1.0,1.0,Unión,73.0,,Miguel Merentiel,4-2-3-1,4-4-2,Nazareno Arasa,No Notes,2025,19:30,0.8,1.0
407,2025-07-27,Liga Argentina,Torneo Clausura — Regular season,Sun,Away,L,0.0,1.0,Huracán,62.0,,Edinson Cavani,4-4-2,4-2-3-1,Leandro Rey,No Notes,2025,18:30,0.3,1.0
408,2025-08-09,Liga Argentina,Torneo Clausura — Regular season,Sat,Home,D,1.0,1.0,Racing Club,52.0,,Edinson Cavani,4-1-2-1-2◆,3-4-3,Nicolás Ramírez,No Notes,2025,16:30,1.6,0.8
409,2025-08-17,Liga Argentina,Torneo Clausura — Regular season,Sun,Away,W,3.0,0.0,Ind. Rivadavia,47.0,,Edinson Cavani,4-4-2,4-1-3-2,Pablo Dóvalo,No Notes,2025,20:30,1.8,0.7
410,2025-08-24,Liga Argentina,Torneo Clausura — Regular season,Sun,Home,W,2.0,0.0,Banfield,64.0,,Edinson Cavani,4-4-2,4-4-2,Nicolás Lamolina,No Notes,2025,18:15,2.9,0.5
411,2025-08-31,Liga Argentina,Torneo Clausura — Regular season,Sun,Away,W,2.0,0.0,Aldosivi,55.0,,Edinson Cavani,4-4-2,4-3-3,Sebastían Zunino,No Notes,2025,14:30,0.7,0.5
412,2025-09-14,Liga Argentina,Torneo Clausura — Regular season,Sun,Away,D,1.0,1.0,Rosario Central,50.0,,Edinson Cavani,4-2-3-1,4-1-3-2,Facundo Tello,No Notes,2025,17:30,0.9,0.7
